no	scene	subfolder	image_id	object	label	box
1082	table_small	table_small_2	120	cereal_box	cereal_box_4	(420, 44, 153, 179)
1083	table_small	table_small_2	120	soda_can	soda_can_1	(519, 216, 78, 90)
1084	table_small	table_small_2	121	cap	cap_4	(319, 185, 154, 91)
1085	table_small	table_small_2	121	cereal_box	cereal_box_4	(442, 64, 158, 181)
1086	table_small	table_small_2	121	soda_can	soda_can_1	(538, 243, 81, 91)
1087	table_small	table_small_2	122	cap	cap_4	(310, 188, 151, 90)
1088	table_small	table_small_2	122	cereal_box	cereal_box_4	(433, 68, 155, 179)
1089	table_small	table_small_2	122	soda_can	soda_can_1	(522, 247, 79, 89)
1090	table_small	table_small_2	123	cap	cap_4	(299, 176, 149, 89)
1091	table_small	table_small_2	123	cereal_box	cereal_box_4	(423, 57, 151, 178)
1092	table_small	table_small_2	123	soda_can	soda_can_1	(506, 233, 77, 88)
1093	table_small	table_small_2	124	cap	cap_4	(282, 147, 147, 88)
1094	table_small	table_small_2	124	cereal_box	cereal_box_4	(409, 24, 145, 180)
1095	table_small	table_small_2	124	soda_can	soda_can_1	(486, 197, 75, 88)
1096	table_small	table_small_2	125	cap	cap_4	(270, 129, 146, 87)
1097	table_small	table_small_2	125	cereal_box	cereal_box_4	(398, 10, 145, 179)
1098	table_small	table_small_2	125	soda_can	soda_can_1	(469, 181, 75, 87)
1099	table_small	table_small_2	126	cap	cap_4	(294, 133, 146, 86)
1100	table_small	table_small_2	126	cereal_box	cereal_box_4	(424, 17, 149, 180)
1101	table_small	table_small_2	126	soda_can	soda_can_1	(490, 188, 78, 88)
1102	table_small	table_small_2	127	cap	cap_4	(330, 141, 145, 84)
1103	table_small	table_small_2	127	cereal_box	cereal_box_4	(465, 27, 153, 180)
1104	table_small	table_small_2	127	soda_can	soda_can_1	(519, 197, 82, 89)
1105	table_small	table_small_2	128	cap	cap_4	(358, 127, 145, 83)
1106	table_small	table_small_2	128	cereal_box	cereal_box_4	(500, 14, 140, 184)
1107	table_small	table_small_2	128	soda_can	soda_can_1	(543, 181, 86, 92)
1108	table_small	table_small_2	129	cap	cap_4	(359, 107, 144, 82)
1109	table_small	table_small_2	129	cereal_box	cereal_box_4	(501, 1, 139, 178)
1110	table_small	table_small_2	129	soda_can	soda_can_1	(539, 159, 85, 91)
1111	table_small	table_small_2	130	cap	cap_4	(346, 102, 142, 81)
1112	table_small	table_small_2	130	cereal_box	cereal_box_4	(487, 1, 153, 173)
1113	table_small	table_small_2	130	soda_can	soda_can_1	(521, 155, 84, 89)
1114	table_small	table_small_2	131	cap	cap_4	(316, 118, 135, 78)
1115	table_small	table_small_2	131	cereal_box	cereal_box_4	(453, 15, 139, 172)
1116	table_small	table_small_2	131	soda_can	soda_can_1	(483, 168, 77, 85)
1117	table_small	table_small_2	132	cap	cap_4	(308, 129, 130, 74)
1118	table_small	table_small_2	132	cereal_box	cereal_box_4	(441, 32, 131, 165)
1119	table_small	table_small_2	132	soda_can	soda_can_1	(468, 176, 72, 82)
1120	table_small	table_small_2	133	cap	cap_4	(305, 135, 128, 71)
1121	table_small	table_small_2	133	cereal_box	cereal_box_4	(437, 43, 127, 160)
1122	table_small	table_small_2	133	soda_can	soda_can_1	(457, 182, 71, 80)
1123	table_small	table_small_2	134	cap	cap_4	(268, 141, 123, 68)
1124	table_small	table_small_2	134	cereal_box	cereal_box_4	(398, 54, 117, 154)
1125	table_small	table_small_2	134	soda_can	soda_can_1	(413, 185, 65, 77)
1126	table_small	table_small_2	135	cap	cap_4	(238, 153, 120, 69)
1127	table_small	table_small_2	135	cereal_box	cereal_box_4	(367, 64, 108, 151)
1128	table_small	table_small_2	135	soda_can	soda_can_1	(380, 195, 61, 74)
1129	table_small	table_small_2	136	cap	cap_4	(249, 181, 118, 69)
1130	table_small	table_small_2	136	cereal_box	cereal_box_4	(380, 89, 103, 150)
1131	table_small	table_small_2	136	soda_can	soda_can_1	(387, 222, 60, 75)
1132	table_small	table_small_2	137	cap	cap_4	(249, 209, 117, 70)
1133	table_small	table_small_2	137	cereal_box	cereal_box_4	(382, 116, 99, 150)
1134	table_small	table_small_2	137	soda_can	soda_can_1	(384, 252, 59, 75)
1135	table_small	table_small_2	138	cap	cap_4	(255, 226, 117, 69)
1136	table_small	table_small_2	138	cereal_box	cereal_box_4	(390, 132, 98, 151)
1137	table_small	table_small_2	138	soda_can	soda_can_1	(386, 273, 59, 75)
1138	table_small	table_small_2	139	cap	cap_4	(242, 246, 115, 70)
1139	table_small	table_small_2	139	cereal_box	cereal_box_4	(380, 153, 93, 151)
1140	table_small	table_small_2	139	soda_can	soda_can_1	(366, 296, 58, 76)
1141	table_small	table_small_2	140	cap	cap_4	(223, 257, 116, 70)
1142	table_small	table_small_2	140	cereal_box	cereal_box_4	(365, 164, 91, 152)
1143	table_small	table_small_2	140	soda_can	soda_can_1	(343, 308, 58, 77)
1144	table_small	table_small_2	141	cap	cap_4	(220, 271, 116, 71)
1145	table_small	table_small_2	141	cereal_box	cereal_box_4	(364, 177, 88, 153)
1146	table_small	table_small_2	141	soda_can	soda_can_1	(336, 323, 58, 78)
1147	table_small	table_small_2	142	cap	cap_4	(201, 279, 115, 72)
1148	table_small	table_small_2	142	cereal_box	cereal_box_4	(348, 183, 83, 154)
1149	table_small	table_small_2	142	soda_can	soda_can_1	(312, 333, 58, 78)
1150	table_small	table_small_2	143	cap	cap_4	(189, 279, 115, 72)
1151	table_small	table_small_2	143	cereal_box	cereal_box_4	(335, 184, 84, 153)
1152	table_small	table_small_2	143	soda_can	soda_can_1	(301, 334, 57, 77)
1153	table_small	table_small_2	144	cap	cap_4	(192, 285, 114, 73)
1154	table_small	table_small_2	144	cereal_box	cereal_box_4	(336, 188, 83, 153)
1155	table_small	table_small_2	144	soda_can	soda_can_1	(306, 340, 56, 77)
1156	table_small	table_small_2	145	cap	cap_4	(181, 311, 114, 74)
1157	table_small	table_small_2	145	cereal_box	cereal_box_4	(324, 210, 81, 153)
1158	table_small	table_small_2	145	soda_can	soda_can_1	(296, 367, 55, 77)
1159	table_small	table_small_2	146	cap	cap_4	(210, 304, 113, 74)
1160	table_small	table_small_2	146	cereal_box	cereal_box_4	(355, 205, 82, 156)
1161	table_small	table_small_2	146	soda_can	soda_can_1	(319, 366, 56, 77)
1162	table_small	table_small_2	147	cap	cap_4	(199, 310, 112, 74)
1163	table_small	table_small_2	147	cereal_box	cereal_box_4	(346, 211, 78, 155)
1164	table_small	table_small_2	147	soda_can	soda_can_1	(301, 373, 55, 77)
1165	table_small	table_small_2	148	cap	cap_4	(195, 335, 110, 75)
1166	table_small	table_small_2	148	cereal_box	cereal_box_4	(342, 235, 75, 157)
1167	table_small	table_small_2	148	soda_can	soda_can_1	(291, 402, 54, 78)
1168	table_small	table_small_2	149	cap	cap_4	(214, 339, 109, 74)
1169	table_small	table_small_2	149	cereal_box	cereal_box_4	(364, 243, 73, 158)
1170	table_small	table_small_2	149	soda_can	soda_can_1	(301, 410, 55, 70)
1171	table_small	table_small_2	150	cap	cap_4	(207, 336, 109, 74)
1172	table_small	table_small_2	150	cereal_box	cereal_box_4	(358, 237, 69, 160)
1173	table_small	table_small_2	150	soda_can	soda_can_1	(290, 409, 54, 71)
1174	table_small	table_small_2	151	cap	cap_4	(212, 351, 109, 74)
1175	table_small	table_small_2	151	cereal_box	cereal_box_4	(365, 255, 67, 162)
1176	table_small	table_small_2	151	soda_can	soda_can_1	(287, 427, 54, 53)
1177	table_small	table_small_2	152	cap	cap_4	(208, 352, 109, 74)
1178	table_small	table_small_2	152	cereal_box	cereal_box_4	(363, 257, 66, 164)
1179	table_small	table_small_2	152	soda_can	soda_can_1	(276, 431, 54, 49)
1180	table_small	table_small_2	153	cap	cap_4	(219, 359, 110, 73)
1181	table_small	table_small_2	153	cereal_box	cereal_box_4	(376, 264, 65, 168)
1182	table_small	table_small_2	153	soda_can	soda_can_1	(284, 439, 54, 41)
1183	table_small	table_small_2	154	cap	cap_4	(232, 369, 111, 75)
1184	table_small	table_small_2	154	cereal_box	cereal_box_4	(391, 274, 68, 172)
1185	table_small	table_small_2	154	soda_can	soda_can_1	(298, 450, 54, 30)
1186	table_small	table_small_2	155	cap	cap_4	(219, 365, 112, 74)
1187	table_small	table_small_2	155	cereal_box	cereal_box_4	(380, 275, 70, 172)
1188	table_small	table_small_2	155	soda_can	soda_can_1	(283, 445, 56, 35)
1189	table_small	table_small_2	156	cap	cap_4	(229, 361, 112, 73)
1190	table_small	table_small_2	156	cereal_box	cereal_box_4	(390, 272, 70, 172)
1191	table_small	table_small_2	156	soda_can	soda_can_1	(292, 439, 56, 41)
1192	table_small	table_small_2	157	cap	cap_4	(236, 369, 112, 73)
1193	table_small	table_small_2	157	cereal_box	cereal_box_4	(397, 282, 72, 171)
1194	table_small	table_small_2	157	soda_can	soda_can_1	(302, 445, 57, 35)
1195	table_small	table_small_2	158	cap	cap_4	(220, 350, 111, 72)
1196	table_small	table_small_2	158	cereal_box	cereal_box_4	(377, 263, 72, 165)
1197	table_small	table_small_2	158	soda_can	soda_can_1	(290, 421, 58, 59)
1198	table_small	table_small_2	159	cap	cap_4	(225, 340, 109, 70)
1199	table_small	table_small_2	159	cereal_box	cereal_box_4	(380, 255, 73, 163)
1200	table_small	table_small_2	159	soda_can	soda_can_1	(294, 407, 58, 73)
1201	table_small	table_small_2	160	cap	cap_4	(232, 335, 108, 68)
1202	table_small	table_small_2	160	cereal_box	cereal_box_4	(386, 253, 73, 162)
1203	table_small	table_small_2	160	soda_can	soda_can_1	(297, 400, 58, 80)
1204	table_small	table_small_2	161	cap	cap_4	(263, 343, 108, 68)
1205	table_small	table_small_2	161	cereal_box	cereal_box_4	(418, 264, 73, 165)
1206	table_small	table_small_2	161	soda_can	soda_can_1	(322, 404, 59, 76)
1207	table_small	table_small_2	162	cap	cap_4	(278, 340, 108, 66)
1208	table_small	table_small_2	162	cereal_box	cereal_box_4	(434, 262, 73, 166)
1209	table_small	table_small_2	162	soda_can	soda_can_1	(334, 398, 59, 82)
1210	table_small	table_small_2	163	cap	cap_4	(302, 330, 106, 65)
1211	table_small	table_small_2	163	cereal_box	cereal_box_4	(457, 254, 71, 164)
1212	table_small	table_small_2	163	soda_can	soda_can_1	(353, 383, 58, 83)
1213	table_small	table_small_2	164	cap	cap_4	(312, 314, 106, 63)
1214	table_small	table_small_2	164	cereal_box	cereal_box_4	(466, 239, 73, 163)
1215	table_small	table_small_2	164	soda_can	soda_can_1	(363, 363, 57, 82)
1216	table_small	table_small_2	165	cap	cap_4	(331, 324, 107, 62)
1217	table_small	table_small_2	165	cereal_box	cereal_box_4	(486, 251, 75, 164)
1218	table_small	table_small_2	165	soda_can	soda_can_1	(380, 372, 58, 83)
1219	table_small	table_small_2	166	cap	cap_4	(345, 327, 107, 62)
1220	table_small	table_small_2	166	cereal_box	cereal_box_4	(500, 257, 80, 166)
1221	table_small	table_small_2	166	soda_can	soda_can_1	(393, 376, 61, 84)
1222	table_small	table_small_2	167	cap	cap_4	(360, 334, 110, 64)
1223	table_small	table_small_2	167	cereal_box	cereal_box_4	(521, 260, 81, 170)
1224	table_small	table_small_2	167	soda_can	soda_can_1	(413, 382, 62, 87)
1225	table_small	table_small_2	168	cap	cap_4	(377, 303, 111, 63)
1226	table_small	table_small_2	168	cereal_box	cereal_box_4	(538, 232, 86, 170)
1227	table_small	table_small_2	168	soda_can	soda_can_1	(427, 348, 63, 85)
1228	table_small	table_small_2	169	cap	cap_4	(372, 303, 110, 62)
1229	table_small	table_small_2	169	cereal_box	cereal_box_4	(531, 232, 85, 171)
1230	table_small	table_small_2	169	soda_can	soda_can_1	(414, 347, 62, 86)
1231	table_small	table_small_2	170	cap	cap_4	(370, 285, 110, 61)
1232	table_small	table_small_2	170	cereal_box	cereal_box_4	(527, 214, 88, 173)
1233	table_small	table_small_2	170	soda_can	soda_can_1	(404, 327, 61, 86)
1234	table_small	table_small_2	171	cap	cap_4	(358, 268, 110, 62)
1235	table_small	table_small_2	171	cereal_box	cereal_box_4	(513, 194, 89, 177)
1236	table_small	table_small_2	171	soda_can	soda_can_1	(381, 309, 60, 87)
1237	table_small	table_small_2	172	cap	cap_4	(338, 259, 109, 63)
1238	table_small	table_small_2	172	cereal_box	cereal_box_4	(490, 184, 90, 180)
1239	table_small	table_small_2	172	soda_can	soda_can_1	(350, 301, 58, 87)
1240	table_small	table_small_2	173	cap	cap_4	(318, 267, 107, 63)
1241	table_small	table_small_2	173	cereal_box	cereal_box_4	(465, 192, 88, 179)
1242	table_small	table_small_2	173	soda_can	soda_can_1	(323, 311, 55, 87)
1243	table_small	table_small_2	174	cap	cap_4	(305, 262, 105, 62)
1244	table_small	table_small_2	174	cereal_box	cereal_box_4	(446, 190, 89, 177)
1245	table_small	table_small_2	174	soda_can	soda_can_1	(303, 307, 54, 86)
1246	table_small	table_small_2	175	cap	cap_4	(289, 247, 103, 61)
1247	table_small	table_small_2	175	cereal_box	cereal_box_4	(427, 175, 88, 174)
1248	table_small	table_small_2	175	soda_can	soda_can_1	(284, 293, 52, 83)
1249	table_small	table_small_2	176	cap	cap_4	(275, 240, 101, 60)
1250	table_small	table_small_2	176	cereal_box	cereal_box_4	(408, 169, 88, 171)
1251	table_small	table_small_2	176	soda_can	soda_can_1	(268, 285, 51, 82)
1252	table_small	table_small_2	177	cap	cap_4	(271, 233, 100, 60)
1253	table_small	table_small_2	177	cereal_box	cereal_box_4	(404, 165, 88, 169)
1254	table_small	table_small_2	177	soda_can	soda_can_1	(266, 280, 51, 80)
1255	table_small	table_small_2	178	cap	cap_4	(267, 240, 101, 60)
1256	table_small	table_small_2	178	cereal_box	cereal_box_4	(401, 172, 87, 170)
1257	table_small	table_small_2	178	soda_can	soda_can_1	(265, 289, 51, 80)
1258	table_small	table_small_2	179	cap	cap_4	(259, 253, 101, 61)
1259	table_small	table_small_2	179	cereal_box	cereal_box_4	(393, 187, 86, 169)
1260	table_small	table_small_2	179	soda_can	soda_can_1	(257, 304, 52, 80)
1261	table_small	table_small_2	180	cap	cap_4	(268, 261, 100, 60)
1262	table_small	table_small_2	180	cereal_box	cereal_box_4	(402, 196, 85, 167)
1263	table_small	table_small_2	180	soda_can	soda_can_1	(270, 315, 52, 79)
1264	table_small	table_small_2	181	cap	cap_4	(264, 246, 101, 62)
1265	table_small	table_small_2	181	cereal_box	cereal_box_4	(400, 184, 86, 166)
1266	table_small	table_small_2	181	soda_can	soda_can_1	(273, 303, 53, 79)
1267	table_small	table_small_2	182	cap	cap_4	(264, 259, 102, 64)
1268	table_small	table_small_2	182	cereal_box	cereal_box_4	(403, 198, 84, 166)
1269	table_small	table_small_2	182	soda_can	soda_can_1	(281, 322, 54, 79)
1270	table_small	table_small_2	183	cap	cap_4	(247, 259, 102, 65)
1271	table_small	table_small_2	183	cereal_box	cereal_box_4	(388, 196, 80, 163)
1272	table_small	table_small_2	183	soda_can	soda_can_1	(272, 324, 55, 78)
1273	table_small	table_small_2	184	cap	cap_4	(237, 273, 103, 64)
1274	table_small	table_small_2	184	cereal_box	cereal_box_4	(382, 204, 73, 160)
1275	table_small	table_small_2	184	soda_can	soda_can_1	(274, 339, 55, 77)
1276	table_small	table_small_2	185	cap	cap_4	(240, 265, 103, 65)
1277	table_small	table_small_2	185	cereal_box	cereal_box_4	(385, 197, 75, 159)
1278	table_small	table_small_2	185	soda_can	soda_can_1	(282, 332, 55, 76)
1279	table_small	table_small_2	186	cap	cap_4	(258, 251, 102, 65)
1280	table_small	table_small_2	186	cereal_box	cereal_box_4	(403, 184, 77, 158)
1281	table_small	table_small_2	186	soda_can	soda_can_1	(304, 320, 55, 74)
1282	table_small	table_small_2	187	cap	cap_4	(263, 249, 102, 67)
1283	table_small	table_small_2	187	cereal_box	cereal_box_4	(407, 185, 81, 158)
1284	table_small	table_small_2	187	soda_can	soda_can_1	(311, 323, 57, 73)
1285	table_small	table_small_2	188	cap	cap_4	(246, 253, 103, 66)
1286	table_small	table_small_2	188	cereal_box	cereal_box_4	(393, 183, 77, 155)
1287	table_small	table_small_2	188	soda_can	soda_can_1	(303, 324, 57, 73)
1288	table_small	table_small_2	189	cap	cap_4	(238, 272, 106, 67)
1289	table_small	table_small_2	189	cereal_box	cereal_box_4	(386, 187, 77, 156)
1290	table_small	table_small_2	189	soda_can	soda_can_1	(313, 341, 56, 74)
1291	table_small	table_small_2	190	cap	cap_4	(245, 294, 108, 70)
1292	table_small	table_small_2	190	cereal_box	cereal_box_4	(393, 202, 78, 157)
1293	table_small	table_small_2	190	soda_can	soda_can_1	(331, 362, 56, 76)
1294	table_small	table_small_2	191	cap	cap_4	(195, 313, 110, 75)
1295	table_small	table_small_2	191	cereal_box	cereal_box_4	(341, 212, 76, 156)
1296	table_small	table_small_2	191	soda_can	soda_can_1	(295, 379, 54, 76)
1297	table_small	table_small_2	192	cap	cap_4	(148, 326, 114, 79)
1298	table_small	table_small_2	192	cereal_box	cereal_box_4	(290, 218, 78, 155)
1299	table_small	table_small_2	192	soda_can	soda_can_1	(264, 388, 53, 77)
1300	table_small	table_small_2	193	cap	cap_4	(164, 326, 115, 79)
1301	table_small	table_small_2	193	cereal_box	cereal_box_4	(302, 219, 83, 152)
1302	table_small	table_small_2	193	soda_can	soda_can_1	(290, 386, 52, 76)
1303	table_small	table_small_2	194	cap	cap_4	(195, 291, 113, 77)
1304	table_small	table_small_2	194	cereal_box	cereal_box_4	(327, 184, 85, 150)
1305	table_small	table_small_2	194	soda_can	soda_can_1	(325, 345, 51, 74)
1306	table_small	table_small_2	195	cap	cap_4	(195, 280, 114, 76)
1307	table_small	table_small_2	195	cereal_box	cereal_box_4	(327, 175, 87, 149)
1308	table_small	table_small_2	195	soda_can	soda_can_1	(328, 334, 52, 73)
1309	table_small	table_small_2	196	cap	cap_4	(210, 275, 115, 76)
1310	table_small	table_small_2	196	cereal_box	cereal_box_4	(339, 168, 90, 149)
1311	table_small	table_small_2	196	soda_can	soda_can_1	(350, 328, 53, 72)
1312	table_small	table_small_2	197	cap	cap_4	(201, 266, 117, 78)
1313	table_small	table_small_2	197	cereal_box	cereal_box_4	(329, 157, 93, 151)
1314	table_small	table_small_2	197	soda_can	soda_can_1	(347, 318, 54, 73)
1315	table_small	table_small_2	198	cap	cap_4	(208, 253, 120, 80)
1316	table_small	table_small_2	198	cereal_box	cereal_box_4	(334, 141, 98, 152)
1317	table_small	table_small_2	198	soda_can	soda_can_1	(365, 304, 54, 73)
1318	table_small	table_small_2	199	cap	cap_4	(209, 291, 120, 81)
1319	table_small	table_small_2	199	cereal_box	cereal_box_4	(326, 177, 100, 149)
1320	table_small	table_small_2	199	soda_can	soda_can_1	(374, 336, 52, 74)
1321	table_small	table_small_2	200	cap	cap_4	(185, 294, 121, 80)
1322	table_small	table_small_2	200	cereal_box	cereal_box_4	(300, 182, 99, 146)
1323	table_small	table_small_2	200	soda_can	soda_can_1	(352, 338, 51, 71)
1324	table_small	table_small_2	201	cap	cap_4	(195, 275, 122, 81)
1325	table_small	table_small_2	201	cereal_box	cereal_box_4	(305, 160, 102, 147)
1326	table_small	table_small_2	201	soda_can	soda_can_1	(368, 316, 51, 71)
1327	table_small	table_small_2	202	cap	cap_4	(208, 248, 122, 81)
1328	table_small	table_small_2	202	cereal_box	cereal_box_4	(313, 131, 105, 147)
1329	table_small	table_small_2	202	soda_can	soda_can_1	(385, 285, 50, 71)
1330	table_small	table_small_2	203	cap	cap_4	(239, 221, 123, 81)
1331	table_small	table_small_2	203	cereal_box	cereal_box_4	(342, 102, 110, 151)
1332	table_small	table_small_2	203	soda_can	soda_can_1	(419, 260, 52, 71)
1333	table_small	table_small_2	204	cap	cap_4	(233, 240, 123, 83)
1334	table_small	table_small_2	204	cereal_box	cereal_box_4	(332, 119, 108, 150)
1335	table_small	table_small_2	204	soda_can	soda_can_1	(417, 275, 51, 72)
1336	table_small	table_small_2	205	cap	cap_4	(219, 222, 124, 83)
1337	table_small	table_small_2	205	cereal_box	cereal_box_4	(312, 98, 110, 150)
1338	table_small	table_small_2	205	soda_can	soda_can_1	(407, 251, 51, 73)
1339	table_small	table_small_2	206	cap	cap_4	(220, 199, 127, 84)
1340	table_small	table_small_2	206	cereal_box	cereal_box_4	(311, 72, 113, 153)
1341	table_small	table_small_2	206	soda_can	soda_can_1	(414, 226, 52, 74)
1342	table_small	table_small_2	207	cap	cap_4	(165, 204, 133, 89)
1343	table_small	table_small_2	207	cereal_box	cereal_box_4	(249, 72, 117, 155)
1344	table_small	table_small_2	207	soda_can	soda_can_1	(370, 227, 51, 75)
1345	table_small	table_small_2	208	cap	cap_4	(145, 261, 136, 90)
1346	table_small	table_small_2	208	cereal_box	cereal_box_4	(224, 132, 115, 150)
1347	table_small	table_small_2	208	soda_can	soda_can_1	(354, 277, 49, 75)
1348	table_small	table_small_2	209	cap	cap_4	(146, 269, 136, 93)
1349	table_small	table_small_2	209	cereal_box	cereal_box_4	(216, 142, 114, 146)
1350	table_small	table_small_2	209	soda_can	soda_can_1	(358, 275, 46, 75)
1351	table_small	table_small_2	210	cap	cap_4	(145, 260, 137, 94)
1352	table_small	table_small_2	210	cereal_box	cereal_box_4	(209, 133, 114, 146)
1353	table_small	table_small_2	210	soda_can	soda_can_1	(357, 262, 46, 75)
1354	table_small	table_small_2	211	cap	cap_4	(111, 252, 142, 98)
1355	table_small	table_small_2	211	cereal_box	cereal_box_4	(167, 123, 118, 147)
1356	table_small	table_small_2	211	soda_can	soda_can_1	(329, 248, 44, 75)
1357	table_small	table_small_2	212	cap	cap_4	(117, 251, 145, 100)
1358	table_small	table_small_2	212	cereal_box	cereal_box_4	(170, 120, 119, 149)
1359	table_small	table_small_2	212	soda_can	soda_can_1	(337, 246, 46, 75)
1360	table_small	table_small_2	213	cap	cap_4	(113, 237, 149, 106)
1361	table_small	table_small_2	213	cereal_box	cereal_box_4	(156, 101, 125, 152)
1362	table_small	table_small_2	213	soda_can	soda_can_1	(337, 228, 47, 76)
1363	table_small	table_small_2	214	cap	cap_4	(90, 221, 155, 111)
1364	table_small	table_small_2	214	cereal_box	cereal_box_4	(126, 79, 131, 159)
1365	table_small	table_small_2	214	soda_can	soda_can_1	(320, 211, 47, 77)
1366	table_small	table_small_2	215	cap	cap_4	(106, 241, 158, 117)
1367	table_small	table_small_2	215	cereal_box	cereal_box_4	(132, 95, 133, 160)
1368	table_small	table_small_2	215	soda_can	soda_can_1	(335, 228, 51, 77)
1369	table_small	table_small_2	216	cap	cap_4	(103, 246, 161, 122)
1370	table_small	table_small_2	216	cereal_box	cereal_box_4	(124, 96, 138, 163)
1371	table_small	table_small_2	216	soda_can	soda_can_1	(334, 232, 52, 78)
1372	table_small	table_small_2	217	cap	cap_4	(75, 253, 164, 127)
1373	table_small	table_small_2	217	cereal_box	cereal_box_4	(84, 100, 143, 164)
1374	table_small	table_small_2	217	soda_can	soda_can_1	(307, 231, 52, 78)
1375	table_small	table_small_2	218	cap	cap_4	(65, 251, 166, 129)
1376	table_small	table_small_2	218	cereal_box	cereal_box_4	(68, 97, 146, 165)
1377	table_small	table_small_2	218	soda_can	soda_can_1	(298, 226, 52, 77)
1378	table_small	table_small_2	219	cap	cap_4	(70, 233, 168, 132)
1379	table_small	table_small_2	219	cereal_box	cereal_box_4	(67, 75, 151, 170)
1380	table_small	table_small_2	219	soda_can	soda_can_1	(302, 209, 54, 78)
1381	table_small	table_small_2	220	cap	cap_4	(66, 228, 168, 133)
1382	table_small	table_small_2	220	cereal_box	cereal_box_4	(55, 66, 155, 173)
1383	table_small	table_small_2	220	soda_can	soda_can_1	(296, 203, 55, 77)
1384	table_small	table_small_2	221	cap	cap_4	(77, 218, 171, 135)
1385	table_small	table_small_2	221	cereal_box	cereal_box_4	(69, 52, 157, 177)
1386	table_small	table_small_2	221	soda_can	soda_can_1	(313, 193, 56, 80)
1387	table_small	table_small_2	222	cap	cap_4	(79, 230, 174, 138)
1388	table_small	table_small_2	222	cereal_box	cereal_box_4	(72, 64, 157, 178)
1389	table_small	table_small_2	222	soda_can	soda_can_1	(318, 204, 57, 81)
1390	table_small	table_small_2	223	cap	cap_4	(28, 221, 186, 149)
1391	table_small	table_small_2	223	cereal_box	cereal_box_4	(19, 45, 169, 188)
1392	table_small	table_small_2	223	soda_can	soda_can_1	(283, 192, 59, 84)
1393	table_small	table_small_2	224	cap	cap_4	(45, 199, 191, 151)
1394	table_small	table_small_2	224	cereal_box	cereal_box_4	(48, 13, 171, 196)
1395	table_small	table_small_2	224	soda_can	soda_can_1	(311, 175, 61, 88)
1396	table_small	table_small_2	225	cap	cap_4	(50, 223, 193, 153)
1397	table_small	table_small_2	225	cereal_box	cereal_box_4	(62, 39, 169, 194)
1398	table_small	table_small_2	225	soda_can	soda_can_1	(320, 201, 62, 89)
1399	table_small	table_small_2	226	cap	cap_4	(23, 222, 204, 161)
1400	table_small	table_small_2	226	cereal_box	cereal_box_4	(41, 29, 177, 202)
1401	table_small	table_small_2	226	soda_can	soda_can_1	(308, 201, 64, 92)
1402	table_small	table_small_2	227	cap	cap_4	(1, 226, 177, 168)
1403	table_small	table_small_2	227	cereal_box	cereal_box_4	(1, 27, 167, 207)
1404	table_small	table_small_2	227	soda_can	soda_can_1	(264, 202, 63, 93)
1405	table_small	table_small_2	228	cap	cap_4	(1, 216, 62, 140)
1406	table_small	table_small_2	228	cereal_box	cereal_box_4	(1, 9, 55, 214)
1407	table_small	table_small_2	228	soda_can	soda_can_1	(163, 183, 64, 98)
1408	table_small	table_small_2	229	soda_can	soda_can_1	(88, 181, 67, 104)
1409	table_small	table_small_2	230	soda_can	soda_can_1	(29, 188, 74, 111)
1410	table_small	table_small_2	231	soda_can	soda_can_1	(1, 189, 28, 116)
1411	meeting_small	meeting_small_1	1	bowl	bowl_3	(1, 248, 34, 53)
1412	meeting_small	meeting_small_1	1	coffee_mug	coffee_mug_5	(1, 264, 47, 94)
1413	meeting_small	meeting_small_1	2	bowl	bowl_2	(1, 411, 42, 69)
1414	meeting_small	meeting_small_1	2	bowl	bowl_3	(1, 237, 79, 63)
1415	meeting_small	meeting_small_1	2	coffee_mug	coffee_mug_5	(16, 261, 76, 93)
1416	meeting_small	meeting_small_1	2	soda_can	soda_can_1	(21, 188, 42, 66)
1417	meeting_small	meeting_small_1	3	bowl	bowl_2	(1, 404, 74, 76)
1418	meeting_small	meeting_small_1	3	bowl	bowl_3	(24, 223, 89, 62)
1419	meeting_small	meeting_small_1	3	coffee_mug	coffee_mug_5	(51, 251, 75, 92)
1420	meeting_small	meeting_small_1	3	soda_can	soda_can_1	(56, 174, 42, 66)
1421	meeting_small	meeting_small_1	4	bowl	bowl_2	(1, 396, 118, 84)
1422	meeting_small	meeting_small_1	4	bowl	bowl_3	(61, 209, 87, 62)
1423	meeting_small	meeting_small_1	4	coffee_mug	coffee_mug_5	(90, 240, 72, 91)
1424	meeting_small	meeting_small_1	4	flashlight	flashlight_2	(1, 261, 63, 57)
1425	meeting_small	meeting_small_1	4	soda_can	soda_can_1	(92, 161, 40, 65)
1426	meeting_small	meeting_small_1	5	bowl	bowl_2	(1, 405, 151, 75)
1427	meeting_small	meeting_small_1	5	bowl	bowl_3	(93, 211, 87, 61)
1428	meeting_small	meeting_small_1	5	coffee_mug	coffee_mug_5	(123, 246, 71, 90)
1429	meeting_small	meeting_small_1	5	flashlight	flashlight_2	(1, 260, 95, 57)
1430	meeting_small	meeting_small_1	5	soda_can	soda_can_1	(124, 163, 40, 64)
1431	meeting_small	meeting_small_1	6	bowl	bowl_2	(1, 414, 182, 66)
1432	meeting_small	meeting_small_1	6	bowl	bowl_3	(117, 209, 85, 62)
1433	meeting_small	meeting_small_1	6	coffee_mug	coffee_mug_5	(149, 248, 70, 90)
